City ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
101,Victoria,HK,22.29,114.16,66.99,80,30,8.63,scattered clouds
102,Mana,GF,5.66,-53.78,76.23,90,100,9.26,overcast clouds
103,Da Nang,VN,16.07,108.22,68.0,94,75,3.36,moderate rain
104,San Quintin,MX,30.48,-115.95,67.46,40,78,4.92,broken clouds
105,Longyearbyen,SJ,78.22,15.64,33.8,69,75,16.11,broken clouds
106,Byron Bay,AU,-28.65,153.62,68.0,88,100,1.9,light rain
107,Laguna,US,38.42,-121.42,41.0,93,90,2.57,mist
108,Isiro,CD,2.77,27.62,68.2,93,100,2.17,overcast clouds
109,Touros,BR,-5.2,-35.46,82.4,69,40,16.11,scattered clouds
110,Warrington,GB,53.39,-2.58,37.4,69,0,10.29,clear sky
111,Upernavik,GL,72.79,-56.15,7.18,94,100,8.01,overcast clouds
112,Bluff,NZ,-46.6,168.33,54.0,75,44,4.0,scattered clouds
113,Chinsali,ZM,-10.54,32.08,66.52,91,100,2.19,light rain
114,Borba,BR,-4.39,-59.59,91.94,50,97,0.47,overcast clouds
115,Sungairaya,ID,0.7,108.9,77.23,83,95,2.84,overcast clouds
116,New Norfolk,AU,-42.78,147.06,48.0,66,10,1.01,clear sky
117,Luderitz,NA,-26.65,15.16,66.2,72,0,20.8,clear sky
118,Kununurra,AU,-15.77,128.73,75.2,100,100,1.12,overcast clouds
119,Tuktoyaktuk,CA,69.45,-133.04,-0.4,84,90,2.24,light snow
120,Kargopol,RU,61.51,38.95,17.53,97,100,6.06,overcast clouds
121,Znamenskoye,RU,57.13,73.83,-22.18,85,23,7.49,few clouds
122,Tucumcari,US,35.17,-103.72,48.2,11,1,18.34,clear sky
123,Ostrovnoy,RU,68.05,39.51,12.76,92,4,25.41,clear sky
124,Tura,IN,25.52,90.22,57.34,75,46,3.56,scattered clouds
125,Vao,NC,-22.67,167.48,76.6,67,100,4.65,overcast clouds
126,Lang Son,VN,21.83,106.73,56.61,57,78,4.16,broken clouds
127,Miltenberg,DE,49.7,9.26,37.99,87,100,1.01,overcast clouds
128,College,US,64.86,-147.8,12.0,70,75,3.36,broken clouds
129,Prince Rupert,CA,54.32,-130.32,39.2,93,90,2.24,light rain
130,Severo-Kurilsk,RU,50.68,156.12,22.73,95,100,7.7,light snow
131,Ilulissat,GL,69.22,-51.1,24.8,85,100,14.99,light snow
132,Adrar,MR,20.5,-10.07,63.99,27,100,7.2,overcast clouds
133,Pokhara,NP,28.23,83.98,53.11,38,0,4.72,clear sky
134,Agua Verde,MX,22.9,-106.05,82.4,42,40,5.82,scattered clouds
135,Tricase,IT,39.93,18.36,53.01,93,5,3.36,clear sky
136,Shediac,CA,46.22,-64.54,39.2,86,40,14.99,scattered clouds
137,Port Alfred,ZA,-33.59,26.89,61.0,89,56,3.09,broken clouds
138,Ust-Omchug,RU,61.15,149.63,-41.8,68,0,4.0,clear sky
139,Qaqortoq,GL,60.72,-46.03,30.2,74,95,25.28,light shower snow
140,Vila Velha,BR,-20.33,-40.29,75.99,88,90,11.41,moderate rain
141,Santa Rosa,PH,14.31,121.11,78.01,88,20,1.12,few clouds
142,Yaan,NG,7.38,8.57,83.97,18,100,2.17,overcast clouds
143,Jati,PK,24.35,68.27,60.71,30,0,9.37,clear sky
144,Husavik,IS,66.04,-17.34,50.0,57,40,19.46,light intensity drizzle
145,Selyatino,RU,55.52,36.98,26.6,92,90,6.71,overcast clouds
146,Provideniya,RU,64.38,-173.3,6.8,77,0,5.21,heavy snow
147,Cervia,IT,44.27,12.34,57.0,76,40,4.7,scattered clouds
148,Carutapera,BR,-1.2,-46.02,82.54,68,83,9.35,broken clouds
149,Saint George,US,37.1,-113.58,33.8,26,1,1.57,clear sky
150,Guerrero Negro,MX,27.98,-114.06,71.74,23,100,10.78,overcast clouds
151,Komsomolskiy,UZ,40.43,71.72,30.2,80,100,4.7,mist
152,Balkhash,KZ,46.84,74.98,7.12,83,42,4.56,scattered clouds
153,Misratah,LY,32.38,15.09,62.06,67,0,0.92,clear sky
154,Srednekolymsk,RU,67.45,153.68,-16.83,88,100,9.55,overcast clouds
155,Noumea,NC,-22.28,166.46,80.01,83,90,2.24,overcast clouds
156,Orlik,RU,52.52,99.83,-7.15,81,31,4.07,scattered clouds
157,Klaksvik,FO,62.23,-6.59,41.0,93,100,18.34,light rain
158,Nikolskoye,RU,59.7,30.79,33.8,97,90,4.47,overcast clouds
159,Saint-Joseph,RE,-21.37,55.62,77.0,78,0,4.7,clear sky
160,Bengkulu,ID,-3.8,102.27,75.06,84,100,4.32,overcast clouds
161,Hambantota,LK,6.12,81.12,76.6,84,100,9.62,overcast clouds
162,Huarmey,PE,-10.07,-78.15,73.35,68,17,10.67,few clouds
163,Bokajan,IN,26.02,93.78,56.08,90,23,1.05,few clouds
164,Deming,US,32.27,-107.76,39.2,16,1,8.05,clear sky
165,Sola,VU,-13.88,167.55,82.8,78,73,8.03,broken clouds
166,Berezniki,RU,59.42,56.81,-0.99,80,100,3.0,light snow
167,Wagar,SD,16.15,36.2,70.32,87,21,14.52,few clouds
168,Fortuna,US,40.6,-124.16,51.8,57,20,5.82,few clouds
169,Mhlume,SZ,-26.03,31.85,73.99,88,100,5.21,overcast clouds
170,Magrath,CA,49.42,-112.87,39.2,55,36,17.22,scattered clouds
171,Souillac,MU,-20.52,57.52,77.0,88,75,6.93,shower rain
172,Mount Gambier,AU,-37.83,140.77,44.6,93,90,2.24,overcast clouds
173,Avarua,CK,-21.21,-159.78,80.6,74,68,6.93,broken clouds
174,Alofi,NU,-19.06,-169.92,80.6,78,40,2.24,scattered clouds
175,Shamkhal,RU,43.06,47.34,21.2,85,100,8.95,overcast clouds
176,Parrita,CR,9.52,-84.32,82.4,47,0,10.29,clear sky
177,San Patricio,US,28.02,-97.52,55.4,20,20,16.11,few clouds
178,Cintalapa,MX,16.7,-93.73,84.7,49,0,11.43,clear sky
179,Bundaberg,AU,-24.85,152.35,73.0,78,90,6.93,overcast clouds
180,Mar Del Plata,AR,-38.0,-57.56,84.2,54,0,13.87,clear sky
181,Alta Floresta,BR,-9.88,-56.09,87.8,58,40,5.82,scattered clouds
182,Qui Nhon,VN,13.77,109.23,72.88,91,100,11.61,light rain
183,Bulgan,MN,48.81,103.53,6.6,84,15,3.96,few clouds
184,Dingle,PH,11.0,122.67,74.98,91,65,6.93,broken clouds
185,Comodoro Rivadavia,AR,-45.87,-67.5,66.2,39,20,18.34,few clouds
186,Egvekinot,RU,66.32,-179.17,-18.6,90,86,1.25,overcast clouds
187,Cabedelo,BR,-6.98,-34.83,82.4,74,40,11.41,scattered clouds
188,Thompson,CA,55.74,-97.86,-13.0,75,90,4.7,overcast clouds
189,Codrington,AU,-38.27,141.97,54.05,70,100,5.59,overcast clouds
190,Saskylakh,RU,71.92,114.08,-27.15,85,100,8.01,overcast clouds
191,Ohara,JP,35.25,140.38,48.2,58,75,3.36,broken clouds
192,Douglas,US,41.3,-96.17,17.6,40,1,12.75,clear sky
193,Loandjili,CG,-4.76,11.86,78.8,100,75,10.29,broken clouds
194,Vredendal,ZA,-31.67,18.5,65.62,67,0,11.39,clear sky
195,Daru,PG,-9.08,143.21,76.82,93,89,9.44,overcast clouds
196,Hasaki,JP,35.73,140.83,37.4,56,75,3.36,broken clouds
197,Coahuayana,MX,18.73,-103.68,87.8,31,5,6.58,clear sky
198,Svetlogorsk,BY,52.63,29.73,35.33,98,100,11.45,overcast clouds
199,Yar-Sale,RU,66.83,70.83,-36.36,82,4,6.93,clear sky
200,Vostok,RU,46.49,135.88,-11.81,91,25,4.76,scattered clouds
201,Rio Grande,BR,-32.03,-52.1,80.6,74,75,28.86,broken clouds
202,Mahajanga,MG,-15.72,46.32,80.6,83,20,3.36,few clouds
203,Pimentel,PE,-6.84,-79.93,78.8,57,0,17.22,clear sky
204,Antofagasta,CL,-23.65,-70.4,69.8,68,75,14.99,broken clouds
205,Santa Ana,US,33.75,-117.87,63.0,29,90,4.7,overcast clouds
206,Lorengau,PG,-2.02,147.27,80.24,74,11,2.15,few clouds
207,Clyde River,CA,70.47,-68.59,-7.6,69,75,9.17,broken clouds
208,Nemuro,JP,43.32,145.57,35.2,85,54,12.86,broken clouds
209,Castro,BR,-24.79,-50.01,76.59,62,19,4.34,few clouds
210,Constitucion,CL,-35.33,-72.42,68.67,50,0,20.94,clear sky
211,Andenes,NO,69.31,16.12,34.0,91,100,10.29,light rain
212,Maldonado,UY,-34.67,-54.92,87.8,48,20,17.22,few clouds
213,Portland,US,45.52,-122.68,45.0,56,20,12.75,few clouds
214,Matay,EG,28.42,30.78,54.3,68,45,8.1,scattered clouds
215,Alamosa,US,37.47,-105.87,24.8,29,1,8.05,clear sky
216,Camana,PE,-16.62,-72.71,71.6,68,64,6.91,broken clouds
217,Bubaque,GW,11.28,-15.83,79.95,64,75,11.12,broken clouds
218,Mitsamiouli,KM,-11.38,43.28,83.14,74,23,8.12,few clouds
219,Dunedin,NZ,-45.87,170.5,55.0,62,52,8.99,broken clouds
220,Saquarema,BR,-22.92,-42.51,75.2,88,75,6.93,broken clouds
221,Farmington,US,36.73,-108.22,32.0,28,1,3.36,clear sky
222,Varberg,SE,57.11,12.25,30.99,90,0,5.99,clear sky
223,Tuatapere,NZ,-46.13,167.68,54.0,75,14,4.0,few clouds
224,Zapolyarnyy,RU,69.42,30.81,19.4,73,75,18.34,broken clouds
225,Praia,CV,14.92,-23.51,73.4,64,75,9.17,broken clouds
226,Pacifica,US,37.61,-122.49,55.0,76,75,3.36,haze
227,Grindavik,IS,63.84,-22.43,44.6,100,90,36.91,light rain
228,Namibe,AO,-15.2,12.15,69.12,80,85,3.4,overcast clouds
229,Aitape,PG,-3.14,142.35,76.87,87,100,4.85,light rain
230,Pisco,PE,-13.7,-76.22,75.2,69,20,14.99,few clouds
231,Muros,ES,42.78,-9.06,46.0,86,6,16.78,clear sky
232,Taltal,CL,-25.4,-70.48,69.28,61,28,8.88,scattered clouds
233,Saint-Pierre,RE,-21.34,55.48,77.0,78,0,4.7,clear sky
234,Sassandra,CI,4.95,-6.08,78.44,87,99,5.17,overcast clouds
235,Vaitape,PF,-16.52,-151.75,81.32,76,51,14.14,light rain
236,Fort Nelson,CA,58.81,-122.7,10.4,85,20,6.93,few clouds
237,Erenhot,CN,43.65,111.98,7.56,89,0,13.0,clear sky
238,Nanortalik,GL,60.14,-45.24,27.95,94,100,35.14,light snow
239,Yeppoon,AU,-23.13,150.73,77.0,65,90,8.05,overcast clouds
240,Palekh,RU,56.8,41.86,15.46,97,100,7.43,overcast clouds
241,Port Hardy,CA,50.7,-127.42,44.6,61,90,19.46,overcast clouds
242,Maarianhamina,AX,60.1,19.93,32.0,79,20,4.7,few clouds
243,Poshekhonye,RU,58.5,39.14,16.0,97,100,6.31,overcast clouds
244,Aykhal,RU,66.0,111.5,-45.4,64,0,8.95,clear sky
245,Troitskoye,RU,52.98,84.68,15.89,96,100,17.18,light snow
246,The Pas,CA,53.83,-101.25,-0.4,77,90,17.22,overcast clouds
247,Umba,RU,66.69,34.34,12.85,93,99,14.92,overcast clouds
248,Shingu,JP,33.73,135.98,43.75,84,100,5.88,overcast clouds
249,Kinango,KE,-4.14,39.32,80.6,88,20,3.36,few clouds
250,Sedalia,US,38.7,-93.23,24.8,27,1,17.22,clear sky
251,Cockburn Town,TC,21.46,-71.14,78.8,74,40,14.99,light rain
252,Alto Araguaia,BR,-17.31,-53.22,84.72,56,78,2.28,light rain
253,Wamba,NG,8.93,8.6,78.03,21,38,4.41,scattered clouds
254,Cayenne,GF,4.93,-52.33,77.0,100,100,3.36,overcast clouds
255,Mozarlandia,BR,-14.74,-50.57,83.98,69,53,5.5,moderate rain
256,Lhokseumawe,ID,5.18,97.15,76.57,84,79,3.74,broken clouds
257,Henties Bay,NA,-22.12,14.28,64.99,86,84,3.0,broken clouds
258,Mamlyutka,KZ,54.94,68.54,-9.56,89,39,8.57,scattered clouds
259,Camopi,GF,3.17,-52.32,81.81,81,100,3.58,overcast clouds
260,Atar,MR,20.52,-13.05,65.14,26,51,6.46,broken clouds
261,Tinskoy,RU,56.15,96.92,11.03,96,100,2.48,light snow
262,Roros,NO,62.57,11.38,28.4,79,44,10.29,light shower snow
263,Lewiston,US,44.1,-70.21,46.4,87,90,10.29,overcast clouds
264,Katsuura,JP,35.13,140.3,48.2,66,0,8.05,clear sky
265,Velsk,RU,61.07,42.1,15.21,96,100,5.14,overcast clouds
266,Saldanha,ZA,-33.01,17.94,64.4,72,0,9.17,clear sky
267,Matagami,CA,49.75,-77.63,37.4,93,90,16.11,overcast clouds
268,Presidencia Roque Saenz Pena,AR,-26.79,-60.44,100.0,32,32,5.99,scattered clouds
269,Port Shepstone,ZA,-30.74,30.45,68.0,83,100,7.74,light rain
270,Suntar,RU,62.14,117.63,-31.81,83,100,3.02,overcast clouds
271,Isla Vista,US,34.41,-119.86,64.99,31,75,3.36,broken clouds
272,Pacific Grove,US,36.62,-121.92,62.01,38,1,3.36,clear sky
273,Aklavik,CA,68.22,-135.01,1.4,84,90,2.24,light snow
274,Iesolo,IT,45.53,12.64,46.99,93,75,5.82,mist
275,Ketchikan,US,55.34,-131.65,35.6,100,75,4.76,broken clouds
276,Grand-Lahou,CI,5.14,-5.02,79.18,85,88,5.1,light rain
277,Bichura,RU,50.59,107.6,-1.17,84,1,2.93,light snow
278,Koygorodok,RU,60.45,51.0,15.58,97,100,4.54,overcast clouds
279,Kochki,RU,54.34,80.48,14.29,96,100,13.82,light snow
280,Hecun,CN,36.53,114.11,31.73,71,0,4.99,clear sky
281,Marzuq,YE,14.4,46.47,62.96,39,1,1.68,clear sky
282,Port Lincoln,AU,-34.73,135.87,57.6,85,0,12.84,clear sky
283,Nalut,LY,30.33,10.85,54.97,53,0,4.68,clear sky
284,Masvingo,ZW,-20.06,30.83,70.2,91,100,8.81,overcast clouds
285,Bambanglipuro,ID,-7.95,110.28,75.22,83,0,3.47,clear sky
286,Dourbali,TD,11.81,15.86,76.75,20,51,11.45,broken clouds
287,Mogadishu,SO,2.04,45.34,77.95,72,55,20.94,broken clouds
288,Zhezkazgan,KZ,47.8,67.71,-0.15,94,15,4.83,few clouds
289,Hammerfest,NO,70.66,23.68,30.2,80,100,17.22,overcast clouds
290,Conde,BR,-7.26,-34.91,82.4,74,40,11.41,scattered clouds
291,Airai,TL,-8.93,125.41,60.4,100,100,0.72,overcast clouds
292,Oum Hadjer,TD,13.3,19.7,77.65,18,86,11.14,overcast clouds
293,Lannion,FR,48.75,-3.42,44.6,68,40,18.34,scattered clouds
294,Turbat,PK,26.0,63.04,59.79,44,0,2.39,clear sky
295,Butembo,CD,0.15,29.28,57.7,98,95,2.71,overcast clouds
296,Jaque,PA,7.52,-78.17,82.65,74,72,3.44,light rain
297,Hohhot,CN,40.81,111.65,-0.4,70,0,4.47,clear sky
298,Nome,US,64.5,-165.41,25.0,79,90,9.17,light snow
299,Kantang,TH,7.41,99.52,73.76,93,100,2.66,moderate rain
300,Carballo,ES,43.21,-8.69,46.4,93,40,3.36,light rain
301,Sur,OM,22.57,59.53,67.68,54,0,4.61,clear sky
302,Beringovskiy,RU,63.05,179.32,-12.87,89,100,17.98,light snow
303,Dongsheng,CN,39.82,109.98,14.79,81,0,11.81,clear sky
304,Omsukchan,RU,62.53,155.8,-39.59,75,21,3.62,few clouds
305,Las Lomas,PA,8.43,-82.4,89.6,55,20,8.05,few clouds
306,Ulladulla,AU,-35.35,150.47,60.01,100,90,5.82,overcast clouds
307,Mega,ET,4.05,38.3,64.94,51,5,9.06,clear sky
308,Kindu,CD,-2.95,25.95,72.52,87,100,0.76,light rain
309,Tautira,PF,-17.73,-149.15,84.2,79,75,11.41,light rain
310,Margate,GB,51.38,1.39,42.01,80,63,7.0,broken clouds
311,Eureka,US,40.8,-124.16,53.01,81,1,5.82,clear sky
312,Roebourne,AU,-20.78,117.13,83.48,59,0,3.65,clear sky
313,Beian,NO,63.66,9.57,35.6,93,40,12.75,scattered clouds
314,Port Arthur,CN,38.8,121.27,33.8,34,0,8.95,clear sky
315,Kiunga,PG,-6.12,141.29,71.62,98,100,0.78,light rain
316,Pangnirtung,CA,66.15,-65.71,1.4,70,75,10.29,broken clouds
317,Norman Wells,CA,65.28,-126.83,3.2,84,90,2.24,light snow
318,Skibbereen,IE,51.55,-9.27,37.35,79,1,6.64,clear sky
319,Back Mountain,US,41.34,-76.0,51.01,92,100,1.01,moderate rain
320,Cardinal,CA,44.78,-75.38,52.0,93,90,17.22,light rain
321,Kapiri Mposhi,ZM,-13.97,28.68,66.6,92,100,3.44,overcast clouds
322,Noshiro,JP,40.2,140.02,36.7,77,100,14.32,overcast clouds
323,Cherskiy,RU,68.75,161.3,-18.85,88,100,6.06,overcast clouds
324,Natal,BR,-5.79,-35.21,82.4,74,75,14.99,broken clouds
325,Isangel,VU,-19.55,169.27,79.66,73,100,4.81,overcast clouds
326,Boguchany,RU,58.38,97.45,-19.1,85,100,6.64,overcast clouds
327,Manzil Salim,TN,35.86,8.48,46.4,70,0,3.76,clear sky
328,Rafraf,TN,37.19,10.18,53.6,76,20,2.24,few clouds
329,Vila Franca Do Campo,PT,37.72,-25.43,55.4,62,40,16.11,scattered clouds
330,Ponta Do Sol,PT,32.67,-17.1,66.2,77,40,11.41,scattered clouds
331,Hofn,IS,64.25,-15.21,44.6,88,100,36.78,overcast clouds
332,Kavieng,PG,-2.57,150.8,83.5,70,40,5.61,scattered clouds
333,Rawson,AR,-43.3,-65.1,86.0,25,40,28.86,scattered clouds
334,Mantenopolis,BR,-18.86,-41.12,78.62,80,100,5.77,light rain
335,Ixtapa,MX,20.7,-105.2,75.2,53,5,5.82,clear sky
336,Faya,SA,18.39,42.45,59.0,93,0,7.23,clear sky
337,Nichlaul,IN,27.32,83.73,56.35,55,0,3.58,clear sky
338,Sydney,AU,-33.87,151.21,64.99,93,75,21.92,broken clouds
339,Najran,SA,17.49,44.13,66.2,42,0,4.7,clear sky
340,Acajutla,SV,13.59,-89.83,86.0,48,20,6.58,few clouds
341,Labrea,BR,-7.26,-64.8,86.41,66,99,4.34,overcast clouds
342,Mareeba,AU,-17.0,145.43,77.0,94,90,4.7,overcast clouds
343,Verkhnevilyuysk,RU,63.45,120.32,-34.91,82,100,4.23,overcast clouds
344,Vestmannaeyjar,IS,63.44,-20.27,46.47,88,100,33.62,overcast clouds
345,Salalah,OM,17.02,54.09,71.6,53,0,5.82,clear sky
346,Oranjemund,NA,-28.55,16.43,64.4,86,0,17.07,clear sky
347,Auki,SB,-8.77,160.7,80.01,78,92,4.05,light rain
348,Peachland,CA,49.77,-119.74,28.0,73,100,1.12,overcast clouds
349,Chauk,MM,20.88,94.82,65.16,70,9,1.59,clear sky
350,Ayna,PE,-12.65,-73.92,72.81,52,75,4.54,broken clouds
351,Solnechnyy,RU,50.72,136.63,-10.08,88,57,1.16,broken clouds
352,Suez,EG,29.97,32.53,58.51,63,0,8.88,clear sky
353,Kieta,PG,-6.22,155.63,80.56,76,100,2.66,light rain
354,Yerofey Pavlovich,RU,53.97,121.97,-14.49,83,68,3.24,broken clouds
355,Lavrentiya,RU,65.58,-171.0,10.62,89,100,8.93,overcast clouds
356,Mbini,GQ,1.57,9.61,84.2,83,20,2.24,light rain
357,Olaine,LV,56.79,23.94,33.8,96,90,9.17,light rain and snow
358,Uyuni,BO,-20.46,-66.83,65.66,32,63,1.52,light rain
359,Faanui,PF,-16.48,-151.75,80.47,78,53,14.12,light rain
360,Sakakah,SA,29.97,40.21,53.6,58,0,4.7,clear sky
361,Kokopo,PG,-4.35,152.26,78.87,82,100,2.84,light rain
362,Honiara,SB,-9.43,159.95,75.2,100,75,2.24,light rain
363,Prestea,GH,5.43,-2.14,76.37,91,75,3.44,broken clouds
364,Pitimbu,BR,-7.47,-34.81,82.4,74,40,11.41,scattered clouds
365,Altay,CN,47.87,88.12,8.29,83,39,2.33,scattered clouds
366,Gat,IL,31.61,34.76,57.0,100,8,3.27,clear sky
