City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
163,Clyde River,CA,2020-12-20 05:26:26,70.47,-68.59,-0.4,84,90,4.7
164,Vestmannaeyjar,IS,2020-12-20 05:26:49,63.44,-20.27,37.08,77,83,20.11
165,Cockburn Town,TC,2020-12-20 05:26:29,21.46,-71.14,77.95,79,2,19.35
166,Parabel,RU,2020-12-20 05:31:39,58.7,81.48,-16.92,88,0,3.74
167,Shorapur,IN,2020-12-20 05:31:40,16.52,76.75,78.78,39,14,12.88
168,Pisco,PE,2020-12-20 05:25:23,-13.7,-76.22,66.99,82,0,10.29
169,Lloydminster,CA,2020-12-20 05:30:08,53.28,-110.0,24.8,73,75,10.29
170,Constitucion,CL,2020-12-20 05:29:29,-35.33,-72.42,53.74,77,46,7.58
171,Winchester,GB,2020-12-20 05:31:41,51.07,-1.32,45.0,87,61,9.17
172,Boa Vista,BR,2020-12-20 05:20:57,2.82,-60.67,80.6,69,0,8.05
173,Fernie,CA,2020-12-20 05:27:59,49.5,-115.07,32.0,93,100,12.75
174,Beloha,MG,2020-12-20 05:31:42,-25.17,45.05,91.87,34,1,4.9
175,Filadelfia,US,2020-12-20 05:28:04,39.95,-75.16,30.99,63,75,3.36
176,Haines Junction,CA,2020-12-20 05:25:42,60.75,-137.51,5.76,90,100,2.71
177,Barma,SL,2020-12-20 05:31:43,8.35,-11.33,70.97,94,24,1.39
178,Ancud,CL,2020-12-20 05:25:15,-41.87,-73.82,46.99,93,0,3.36
179,Boguchany,RU,2020-12-20 05:31:43,58.38,97.45,7.52,91,100,5.44
180,San Jeronimo,PE,2020-12-20 05:31:43,-11.95,-75.28,48.04,75,100,0.72
181,Maceio,BR,2020-12-20 05:27:30,-9.67,-35.74,73.4,94,40,3.36
182,Birao,CF,2020-12-20 05:31:44,10.28,22.79,67.62,26,34,8.97
183,Lavrentiya,RU,2020-12-20 05:25:57,65.58,-171.0,-2.43,89,70,15.14
184,Huilong,CN,2020-12-20 05:31:44,31.81,121.66,44.35,59,4,9.75
185,Bollnas,SE,2020-12-20 05:29:05,61.35,16.39,39.99,98,73,8.7
186,Tadine,NC,2020-12-20 05:31:45,-21.55,167.88,78.35,71,2,12.3
187,Xichang,CN,2020-12-20 05:31:45,27.9,102.26,51.08,47,55,3.8
188,Moose Factory,CA,2020-12-20 05:27:03,51.26,-80.61,6.8,84,90,5.82
189,Tuktoyaktuk,CA,2020-12-20 05:25:38,69.45,-133.04,-36.4,73,40,4.7
190,Lagoa,PT,2020-12-20 05:25:59,39.05,-27.98,64.06,91,100,29.12
191,Dicabisagan,PH,2020-12-20 05:28:40,17.08,122.42,75.09,88,100,17.16
192,Vostok,RU,2020-12-20 05:26:44,46.49,135.88,-3.05,87,32,5.57
193,Fairbanks,US,2020-12-20 05:25:04,64.84,-147.72,-5.8,58,75,3.2
194,Mao,ES,2020-12-20 05:26:51,39.89,4.27,53.6,93,20,3.36
195,Road Town,VG,2020-12-20 05:31:47,18.42,-64.62,78.01,89,3,3.0
196,Saint-Pierre,RE,2020-12-20 05:25:51,-21.34,55.48,82.4,69,0,5.82
197,Olinda,BR,2020-12-20 05:26:11,-8.01,-34.86,77.0,73,75,8.05
198,Arraial Do Cabo,BR,2020-12-20 05:26:24,-22.97,-42.03,74.91,93,2,16.93
199,Upernavik,GL,2020-12-20 05:25:35,72.79,-56.15,8.6,93,70,6.06
200,Cidreira,BR,2020-12-20 05:25:24,-30.18,-50.21,71.04,89,97,7.92
201,Alice Springs,AU,2020-12-20 05:25:29,-23.7,133.88,82.4,69,90,4.7
202,Beaverlodge,CA,2020-12-20 05:31:49,55.22,-119.44,24.8,79,90,3.36
203,Taganak,PH,2020-12-20 05:31:49,6.08,118.3,84.2,70,20,5.82
204,Namibe,AO,2020-12-20 05:26:48,-15.2,12.15,66.27,82,74,7.29
205,Tessalit,ML,2020-12-20 05:27:18,20.2,1.01,56.39,38,0,8.28
206,Airai,TL,2020-12-20 05:25:12,-8.93,125.41,69.13,100,86,2.95
207,Tortoli,IT,2020-12-20 05:31:50,39.93,9.66,53.6,93,75,12.75
208,Rawson,AR,2020-12-20 05:28:41,-43.3,-65.1,52.5,69,0,0.94
209,Isangel,VU,2020-12-20 05:27:16,-19.55,169.27,80.6,74,75,11.03
210,Sarkand,KZ,2020-12-20 05:30:14,45.41,79.92,30.87,96,98,6.96
211,Miranda,CO,2020-12-20 05:31:51,3.25,-76.23,72.0,94,40,4.7
212,Torrington,US,2020-12-20 05:27:40,41.8,-73.12,25.0,85,100,2.55
213,Roslavl,RU,2020-12-20 05:31:52,53.95,32.86,32.92,98,94,3.96
214,Butaritari,KI,2020-12-20 05:25:39,3.07,172.79,82.04,78,51,14.7
215,Hervey Bay,AU,2020-12-20 05:31:52,-25.3,152.85,86.0,51,13,12.75
216,Cabedelo,BR,2020-12-20 05:26:24,-6.98,-34.83,77.0,83,20,4.7
217,Gorontalo,ID,2020-12-20 05:21:54,0.54,123.06,87.75,62,100,4.94
218,Marrakesh,MA,2020-12-20 05:25:56,31.63,-8.01,44.6,93,0,3.36
219,Doha,QA,2020-12-20 05:31:53,25.29,51.53,69.8,60,0,12.75
220,Benguela,AO,2020-12-20 05:27:51,-12.58,13.41,71.6,78,75,1.97
221,Shieli,KZ,2020-12-20 05:31:54,44.17,66.75,28.92,96,90,11.48
222,Kununurra,AU,2020-12-20 05:24:58,-15.77,128.73,80.6,94,40,10.29
223,Caravelas,BR,2020-12-20 05:28:13,-17.71,-39.25,77.38,85,100,7.31
224,Ust-Nera,RU,2020-12-20 05:31:55,64.57,143.2,-29.29,75,99,0.96
225,Itaobim,BR,2020-12-20 05:31:55,-16.57,-41.83,71.04,92,100,1.5
226,General Roca,AR,2020-12-20 05:27:58,-39.03,-67.58,64.4,42,0,5.82
227,Borovoy,RU,2020-12-20 05:31:56,55.43,86.08,15.8,92,40,2.24
228,Daru,PG,2020-12-20 05:26:33,-9.08,143.21,86.31,60,22,6.98
229,Nikel,RU,2020-12-20 05:31:56,69.41,30.22,21.2,85,100,14.99
230,Allada,BJ,2020-12-20 05:31:57,6.67,2.15,74.75,94,27,3.06
231,Nelson Bay,AU,2020-12-20 05:26:18,-32.72,152.15,70.0,94,90,8.05
232,Havoysund,NO,2020-12-20 05:26:36,71.0,24.66,32.0,95,100,31.09
233,Kyshtovka,RU,2020-12-20 05:31:58,56.55,76.63,-9.65,88,96,5.66
234,Carnarvon,AU,2020-12-20 05:26:19,-24.87,113.63,84.2,66,0,17.22
235,Kemijarvi,FI,2020-12-20 05:31:58,66.71,27.43,33.84,96,100,5.44
236,Krasnovishersk,RU,2020-12-20 05:31:59,60.41,57.08,7.47,89,86,9.57
237,Si Sa Ket,TH,2020-12-20 05:31:59,14.83,104.33,78.01,51,74,17.98
238,Los Llanos De Aridane,ES,2020-12-20 05:26:45,28.66,-17.92,66.2,77,75,3.36
239,Nouadhibou,MR,2020-12-20 05:25:37,20.93,-17.03,60.8,67,0,14.99
240,Bethanien,NA,2020-12-20 05:31:59,-26.5,17.16,84.06,35,52,15.97
241,Nanortalik,GL,2020-12-20 05:25:12,60.14,-45.24,18.97,88,30,4.94
242,Rabo De Peixe,PT,2020-12-20 05:32:00,37.8,-25.58,62.6,100,75,16.11
243,Porto Walter,BR,2020-12-20 05:26:04,-8.27,-72.74,73.96,86,97,3.06
244,Camacha,PT,2020-12-20 05:27:20,33.08,-16.33,59.0,82,20,2.24
245,Araouane,ML,2020-12-20 05:25:55,18.9,-3.53,57.16,36,0,10.78
246,Saint-Augustin,CA,2020-12-20 05:25:30,51.23,-58.65,17.71,92,73,9.6
247,Lere,NG,2020-12-20 05:32:01,10.39,8.57,62.62,36,14,4.38
248,Kuytun,RU,2020-12-20 05:32:02,54.34,101.5,19.71,92,100,3.49
249,Carmaux,FR,2020-12-20 05:32:02,44.05,2.16,51.01,98,100,1.01
250,Pangody,RU,2020-12-20 05:32:02,65.85,74.49,2.68,94,100,10.02
251,Ugoofaaru,MV,2020-12-20 05:28:03,5.67,73.0,83.48,76,100,22.1
252,Marquette,US,2020-12-20 05:25:23,46.53,-87.63,33.01,85,96,1.01
253,Mareeba,AU,2020-12-20 05:26:21,-17.0,145.43,93.99,62,79,8.99
254,Sarakhs,IR,2020-12-20 05:32:03,36.54,61.16,37.4,93,90,5.59
255,Walvis Bay,NA,2020-12-20 05:32:04,-22.96,14.51,61.0,93,100,9.17
256,Puerto Rico,AR,2020-12-20 05:28:00,-26.8,-55.02,71.89,98,32,2.68
257,Bundaberg,AU,2020-12-20 05:32:04,-24.85,152.35,86.0,51,16,12.75
258,Ilulissat,GL,2020-12-20 05:26:42,69.22,-51.1,12.2,51,98,16.11
259,Japura,ID,2020-12-20 05:32:05,-0.32,102.35,90.63,52,100,5.06
260,Olafsvik,IS,2020-12-20 05:32:05,64.89,-23.71,29.97,92,100,34.31
261,Naze,JP,2020-12-20 05:25:53,28.37,129.48,59.0,58,75,16.11
262,Ventimiglia,IT,2020-12-20 05:32:06,43.79,7.6,51.8,93,75,5.82
263,Comodoro Rivadavia,AR,2020-12-20 05:28:08,-45.87,-67.5,55.4,82,0,9.69
264,Komsomolskiy,UZ,2020-12-20 05:28:19,40.43,71.72,32.0,75,75,2.24
265,Jardim,BR,2020-12-20 05:32:07,-21.48,-56.14,79.68,52,23,4.65
266,Lewistown,US,2020-12-20 05:32:07,40.6,-77.57,27.0,85,100,1.99
267,Bontang,ID,2020-12-20 05:26:12,0.13,117.5,85.08,66,100,5.21
268,Teguldet,RU,2020-12-20 05:32:08,57.31,88.17,1.51,92,100,4.27
269,Sayyan,YE,2020-12-20 05:31:28,15.17,44.32,55.38,61,13,4.5
270,Cascas,PE,2020-12-20 05:32:08,-7.48,-78.82,64.63,78,99,0.76
271,Quang Ngai,VN,2020-12-20 05:32:08,15.12,108.8,67.12,90,100,13.94
272,Aklavik,CA,2020-12-20 05:26:27,68.22,-135.01,-34.6,65,78,1.12
273,Souillac,MU,2020-12-20 05:25:41,-20.52,57.52,82.4,78,75,11.41
274,Ferkessedougou,CI,2020-12-20 05:32:09,9.6,-5.2,74.3,52,9,2.08
275,Klaksvik,FO,2020-12-20 05:26:26,62.23,-6.59,41.0,100,100,5.82
276,Hovd,MN,2020-12-20 05:25:21,48.01,91.64,5.18,79,49,2.24
277,Zelenogorskiy,RU,2020-12-20 05:32:11,55.03,87.0,15.8,92,40,2.24
278,Banda Aceh,ID,2020-12-20 05:32:11,5.56,95.32,84.49,69,99,9.13
279,Kavaratti,IN,2020-12-20 05:26:36,10.57,72.64,84.2,70,20,2.24
280,North Platte,US,2020-12-20 05:30:14,41.12,-100.77,34.0,64,1,10.29
281,Buluang,PH,2020-12-20 05:32:12,13.31,123.34,84.02,79,93,4.52
282,Bintulu,MY,2020-12-20 05:28:08,3.17,113.03,87.8,70,40,5.82
283,Swan Hill,AU,2020-12-20 05:32:12,-35.34,143.55,84.18,15,0,7.85
284,Monastyrshchina,RU,2020-12-20 05:32:13,54.35,31.84,34.23,96,98,4.83
285,Flagstaff,US,2020-12-20 05:31:04,35.2,-111.65,37.0,62,1,4.14
286,Massena,US,2020-12-20 05:32:14,44.93,-74.89,28.99,74,90,2.39
287,Tsuruga,JP,2020-12-20 05:31:27,35.65,136.06,39.99,97,80,9.19
288,Bure,ET,2020-12-20 05:32:14,10.7,37.07,66.74,40,11,3.85
289,Tsuyama,JP,2020-12-20 05:32:14,35.05,134.0,46.0,52,75,6.93
290,Gazimurskiy Zavod,RU,2020-12-20 05:32:15,51.55,118.33,15.21,88,27,7.7
291,Vila Do Maio,CV,2020-12-20 05:32:15,15.13,-23.22,71.6,73,40,17.22
292,Wagar,SD,2020-12-20 05:32:15,16.15,36.2,71.96,69,0,8.48
293,Tarbagatay,RU,2020-12-20 05:32:15,51.48,107.36,1.4,77,0,2.24
294,Sept-Iles,CA,2020-12-20 05:29:40,50.2,-66.38,26.6,68,53,8.05
295,Revda,RU,2020-12-20 05:32:17,56.8,59.93,-2.2,84,40,6.71
296,Puro,PH,2020-12-20 05:32:17,12.48,123.38,84.7,74,91,11.83
297,Kandrian,PG,2020-12-20 05:32:18,-6.22,149.55,83.5,76,56,11.48
298,Mahebourg,MU,2020-12-20 05:25:28,-20.41,57.7,82.4,78,75,11.41
299,Gat,IL,2020-12-20 05:25:46,31.61,34.76,50.0,100,0,1.99
300,Bonthe,SL,2020-12-20 05:32:19,7.53,-12.51,77.88,83,0,1.34
301,Kieta,PG,2020-12-20 05:26:56,-6.22,155.63,84.0,77,62,7.52
302,Tobane,BW,2020-12-20 05:32:20,-21.95,27.9,71.6,94,90,10.29
303,Aljezur,PT,2020-12-20 05:32:20,37.32,-8.8,48.0,100,20,1.01
